id,timestamp,serial_number,latitude,longitude,car_count,traffic_speed,traffic_density,pedestrian_count,pedestrian_density,ambient_light,lighting_class,lamp_power,weather,dimming_level
1,2025-03-02T00:00:00,1,47.22486,39.702285,9,24.38,0.11,0,0.0,151.0,B1,75.0,rain,75.0
2,2025-03-02T01:00:00,1,47.22486,39.702285,7,30.23,0.09,2,0.05,98.0,B1,52.5,rain,80.0
3,2025-03-02T02:00:00,1,47.22486,39.702285,5,21.39,0.06,0,0.0,79.0,B1,52.5,rain,75.0
4,2025-03-02T03:00:00,1,47.22486,39.702285,4,23.99,0.05,0,0.0,20.0,B1,52.5,rain,75.0
5,2025-03-02T04:00:00,1,47.22486,39.702285,1,11.5,0.01,2,0.05,7.0,B1,52.5,rain,70.0
6,2025-03-02T05:00:00,1,47.22486,39.702285,3,20.3,0.04,0,0.0,67.0,B1,52.5,rain,75.0
7,2025-03-02T06:00:00,1,47.22486,39.702285,19,33.27,0.24,9,0.23,7194.0,B1,52.5,rain,40.0
8,2025-03-02T07:00:00,1,47.22486,39.702285,50,25.51,0.62,14,0.35,5627.0,B1,52.5,rain,50.0
9,2025-03-02T08:00:00,1,47.22486,39.702285,66,33.21,0.82,18,0.45,5940.0,B1,75.0,rain,55.0
10,2025-03-02T09:00:00,1,47.22486,39.702285,69,21.31,0.86,6,0.15,15601.0,B1,105.0,rain,25.0
11,2025-03-02T10:00:00,1,47.22486,39.702285,16,41.6,0.2,7,0.17,30106.0,B1,0.0,rain,0.0
12,2025-03-02T11:00:00,1,47.22486,39.702285,22,38.7,0.28,6,0.15,36151.0,B1,0.0,rain,0.0
13,2025-03-02T12:00:00,1,47.22486,39.702285,30,34.61,0.38,9,0.23,42252.0,B1,0.0,rain,0.0
14,2025-03-02T13:00:00,1,47.22486,39.702285,20,14.01,0.25,6,0.15,65154.0,B1,0.0,rain,0.0
15,2025-03-02T14:00:00,1,47.22486,39.702285,32,11.33,0.4,2,0.05,72459.0,B1,0.0,rain,0.0
16,2025-03-02T15:00:00,1,47.22486,39.702285,27,25.23,0.34,6,0.15,36272.0,B1,0.0,rain,0.0
17,2025-03-02T16:00:00,1,47.22486,39.702285,9,35.18,0.11,4,0.1,11302.0,B1,0.0,rain,25.0
18,2025-03-02T17:00:00,1,47.22486,39.702285,68,26.45,0.85,7,0.17,6063.0,B1,0.0,rain,100.0
19,2025-03-02T18:00:00,1,47.22486,39.702285,51,33.03,0.64,12,0.3,1707.0,B1,105.0,rain,90.0
20,2025-03-02T19:00:00,1,47.22486,39.702285,64,20.38,0.8,18,0.45,123.0,B1,75.0,rain,100.0
21,2025-03-02T20:00:00,1,47.22486,39.702285,27,28.17,0.34,8,0.2,42.0,B1,105.0,rain,85.0
22,2025-03-02T21:00:00,1,47.22486,39.702285,15,40.27,0.19,10,0.25,122.0,B1,52.5,rain,85.0
23,2025-03-02T22:00:00,1,47.22486,39.702285,9,40.28,0.11,8,0.2,62.0,B1,52.5,rain,80.0
24,2025-03-02T23:00:00,1,47.22486,39.702285,23,13.55,0.29,8,0.2,103.0,B1,52.5,rain,85.0
25,2025-03-03T00:00:00,1,47.22486,39.702285,3,10.95,0.04,2,0.05,51.0,B1,52.5,rain,55.0
26,2025-03-03T01:00:00,1,47.22486,39.702285,6,26.8,0.07,0,0.0,151.0,B1,52.5,rain,60.0
27,2025-03-03T02:00:00,1,47.22486,39.702285,4,38.25,0.05,2,0.05,87.0,B1,52.5,rain,55.0
28,2025-03-03T03:00:00,1,47.22486,39.702285,8,24.92,0.1,2,0.05,113.0,B1,52.5,rain,50.0
29,2025-03-03T04:00:00,1,47.22486,39.702285,2,14.39,0.03,2,0.05,138.0,B1,52.5,rain,50.0
30,2025-03-03T05:00:00,1,47.22486,39.702285,9,9.31,0.11,2,0.05,85.0,B1,52.5,rain,50.0
31,2025-03-03T06:00:00,1,47.22486,39.702285,27,56.48,0.34,12,0.3,9745.0,B1,52.5,clear,45.0
32,2025-03-03T07:00:00,1,47.22486,39.702285,52,37.2,0.65,10,0.25,7306.0,B1,52.5,clear,55.0
33,2025-03-03T08:00:00,1,47.22486,39.702285,55,46.8,0.69,40,1.0,9628.0,B1,75.0,clear,55.0
34,2025-03-03T09:00:00,1,47.22486,39.702285,43,40.55,0.54,32,0.8,13959.0,B1,150.0,clear,35.0
35,2025-03-03T10:00:00,1,47.22486,39.702285,15,38.73,0.19,18,0.45,27603.0,B1,0.0,clear,0.0
36,2025-03-03T11:00:00,1,47.22486,39.702285,17,56.88,0.21,6,0.15,65420.0,B1,0.0,clear,0.0
37,2025-03-03T12:00:00,1,47.22486,39.702285,21,12.24,0.26,20,0.5,42856.0,B1,0.0,clear,0.0
38,2025-03-03T13:00:00,1,47.22486,39.702285,28,38.93,0.35,11,0.28,85068.0,B1,0.0,clear,0.0
39,2025-03-03T14:00:00,1,47.22486,39.702285,12,11.73,0.15,8,0.2,86940.0,B1,0.0,clear,0.0
40,2025-03-03T15:00:00,1,47.22486,39.702285,26,29.4,0.33,14,0.35,24935.0,B1,0.0,clear,0.0
41,2025-03-03T16:00:00,1,47.22486,39.702285,39,55.89,0.49,10,0.25,19036.0,B1,0.0,clear,10.0
42,2025-03-03T17:00:00,1,47.22486,39.702285,79,59.01,0.99,38,0.95,2112.0,B1,0.0,clear,80.0
43,2025-03-03T18:00:00,1,47.22486,39.702285,54,13.68,0.68,6,0.15,3718.0,B1,150.0,rain,85.0
44,2025-03-03T19:00:00,1,47.22486,39.702285,46,21.26,0.57,5,0.12,127.0,B1,105.0,rain,70.0
45,2025-03-03T20:00:00,1,47.22486,39.702285,16,8.3,0.2,10,0.25,23.0,B1,75.0,rain,55.0
46,2025-03-03T21:00:00,1,47.22486,39.702285,15,32.74,0.19,5,0.12,3.0,B1,52.5,rain,60.0
47,2025-03-03T22:00:00,1,47.22486,39.702285,19,20.61,0.24,8,0.2,125.0,B1,52.5,rain,60.0
48,2025-03-03T23:00:00,1,47.22486,39.702285,21,38.86,0.26,3,0.07,87.0,B1,52.5,rain,70.0
49,2025-03-04T00:00:00,1,47.22486,39.702285,3,26.83,0.04,2,0.05,53.0,B1,52.5,rain,50.0
50,2025-03-04T01:00:00,1,47.22486,39.702285,4,23.68,0.05,2,0.05,52.0,B1,52.5,rain,50.0
51,2025-03-04T02:00:00,1,47.22486,39.702285,2,14.52,0.03,1,0.03,160.0,B1,52.5,rain,50.0
52,2025-03-04T03:00:00,1,47.22486,39.702285,9,9.02,0.11,0,0.0,10.0,B1,52.5,rain,55.0
53,2025-03-04T04:00:00,1,47.22486,39.702285,2,35.07,0.03,2,0.05,113.0,B1,52.5,rain,55.0
54,2025-03-04T05:00:00,1,47.22486,39.702285,6,35.52,0.07,2,0.05,122.0,B1,52.5,rain,55.0
55,2025-03-04T06:00:00,1,47.22486,39.702285,14,7.8,0.17,4,0.1,5458.0,B1,52.5,rain,60.0
56,2025-03-04T07:00:00,1,47.22486,39.702285,48,18.91,0.6,10,0.25,7827.0,B1,52.5,rain,55.0
57,2025-03-04T08:00:00,1,47.22486,39.702285,43,38.37,0.54,14,0.35,5451.0,B1,75.0,rain,60.0
58,2025-03-04T09:00:00,1,47.22486,39.702285,43,28.54,0.54,15,0.38,13909.0,B1,75.0,rain,15.0
59,2025-03-04T10:00:00,1,47.22486,39.702285,13,22.14,0.16,6,0.15,18459.0,B1,0.0,rain,0.0
60,2025-03-04T11:00:00,1,47.22486,39.702285,26,10.89,0.33,5,0.12,59319.0,B1,0.0,rain,0.0
61,2025-03-04T12:00:00,1,47.22486,39.702285,28,18.59,0.35,5,0.12,62029.0,B1,0.0,rain,0.0
62,2025-03-04T13:00:00,1,47.22486,39.702285,13,22.83,0.16,8,0.2,64349.0,B1,0.0,rain,0.0
63,2025-03-04T14:00:00,1,47.22486,39.702285,30,9.95,0.38,2,0.05,68942.0,B1,0.0,rain,0.0
64,2025-03-04T15:00:00,1,47.22486,39.702285,9,8.14,0.11,8,0.2,39111.0,B1,0.0,rain,0.0
65,2025-03-04T16:00:00,1,47.22486,39.702285,19,14.82,0.24,8,0.2,16582.0,B1,0.0,rain,0.0
66,2025-03-04T17:00:00,1,47.22486,39.702285,53,34.35,0.66,20,0.5,4528.0,B1,0.0,rain,85.0
67,2025-03-04T18:00:00,1,47.22486,39.702285,66,28.95,0.82,13,0.33,1522.0,B1,105.0,rain,87.0
68,2025-03-04T19:00:00,1,47.22486,39.702285,48,36.43,0.6,18,0.45,79.0,B1,105.0,rain,85.0
69,2025-03-04T20:00:00,1,47.22486,39.702285,14,26.84,0.17,4,0.1,34.0,B1,75.0,rain,60.0
70,2025-03-04T21:00:00,1,47.22486,39.702285,11,20.38,0.14,10,0.25,112.0,B1,52.5,rain,60.0
71,2025-03-04T22:00:00,1,47.22486,39.702285,11,17.67,0.14,6,0.15,151.0,B1,52.5,rain,55.0
72,2025-03-04T23:00:00,1,47.22486,39.702285,14,15.58,0.17,2,0.05,121.0,B1,52.5,rain,50.0
73,2025-03-05T00:00:00,1,47.22486,39.702285,5,56.07,0.06,3,0.07,160.0,B1,52.5,clear,45.0
74,2025-03-05T01:00:00,1,47.22486,39.702285,2,56.22,0.03,4,0.1,35.0,B1,52.5,clear,40.0
75,2025-03-05T02:00:00,1,47.22486,39.702285,3,15.8,0.04,4,0.1,173.0,B1,52.5,clear,30.0
76,2025-03-05T03:00:00,1,47.22486,39.702285,2,32.66,0.03,1,0.03,161.0,B1,52.5,clear,37.0
77,2025-03-05T04:00:00,1,47.22486,39.702285,10,10.3,0.12,3,0.07,7.0,B1,52.5,clear,40.0
78,2025-03-05T05:00:00,1,47.22486,39.702285,2,57.08,0.03,3,0.07,91.0,B1,52.5,clear,55.0
79,2025-03-05T06:00:00,1,47.22486,39.702285,13,14.24,0.16,6,0.15,8699.0,B1,52.5,clear,10.0
80,2025-03-05T07:00:00,1,47.22486,39.702285,57,14.92,0.71,13,0.33,8556.0,B1,52.5,clear,15.0
81,2025-03-05T08:00:00,1,47.22486,39.702285,46,12.16,0.57,40,1.0,9425.0,B1,105.0,clear,15.0
82,2025-03-05T09:00:00,1,47.22486,39.702285,74,56.63,0.93,18,0.45,13653.0,B1,150.0,clear,10.0
83,2025-03-05T10:00:00,1,47.22486,39.702285,10,16.61,0.12,9,0.23,38531.0,B1,0.0,clear,0.0
84,2025-03-05T11:00:00,1,47.22486,39.702285,14,32.77,0.17,20,0.5,53191.0,B1,0.0,clear,0.0
85,2025-03-05T12:00:00,1,47.22486,39.702285,10,38.23,0.12,9,0.23,76423.0,B1,0.0,clear,0.0
86,2025-03-05T13:00:00,1,47.22486,39.702285,25,26.65,0.31,10,0.25,89613.0,B1,0.0,clear,0.0
87,2025-03-05T14:00:00,1,47.22486,39.702285,21,21.98,0.26,9,0.23,98080.0,B1,0.0,clear,0.0
88,2025-03-05T15:00:00,1,47.22486,39.702285,37,26.27,0.46,14,0.35,28004.0,B1,0.0,clear,0.0
89,2025-03-05T16:00:00,1,47.22486,39.702285,32,42.53,0.4,14,0.35,23464.0,B1,0.0,clear,0.0
90,2025-03-05T17:00:00,1,47.22486,39.702285,42,17.35,0.53,18,0.45,4446.0,B1,0.0,clear,55.0
91,2025-03-05T18:00:00,1,47.22486,39.702285,76,51.07,0.95,38,0.95,6152.0,B1,75.0,clear,80.0
92,2025-03-05T19:00:00,1,47.22486,39.702285,57,18.1,0.71,22,0.55,136.0,B1,150.0,clear,75.0
93,2025-03-05T20:00:00,1,47.22486,39.702285,11,18.93,0.14,15,0.38,107.0,B1,105.0,clear,55.0
94,2025-03-05T21:00:00,1,47.22486,39.702285,37,28.92,0.46,6,0.15,67.0,B1,52.5,clear,65.0
95,2025-03-05T22:00:00,1,47.22486,39.702285,16,56.27,0.2,11,0.28,146.0,B1,75.0,clear,68.0
96,2025-03-05T23:00:00,1,47.22486,39.702285,10,27.92,0.12,8,0.2,106.0,B1,52.5,clear,60.0
97,2025-03-06T00:00:00,1,47.22486,39.702285,4,25.22,0.05,1,0.03,46.0,B1,52.5,clear,40.0
98,2025-03-06T01:00:00,1,47.22486,39.702285,7,48.65,0.09,4,0.1,197.0,B1,52.5,clear,50.0
99,2025-03-06T02:00:00,1,47.22486,39.702285,2,55.92,0.03,4,0.1,129.0,B1,52.5,clear,50.0
100,2025-03-06T03:00:00,1,47.22486,39.702285,1,18.5,0.01,2,0.05,24.0,B1,52.5,clear,30.0
101,2025-03-06T04:00:00,1,47.22486,39.702285,3,38.99,0.04,4,0.1,42.0,B1,52.5,clear,40.0
102,2025-03-06T05:00:00,1,47.22486,39.702285,9,49.12,0.11,0,0.0,49.0,B1,52.5,clear,45.0
103,2025-03-06T06:00:00,1,47.22486,39.702285,23,17.2,0.29,4,0.1,7520.0,B1,52.5,clouds,55.0
104,2025-03-06T07:00:00,1,47.22486,39.702285,65,40.91,0.81,22,0.55,5706.0,B1,52.5,clouds,65.0
105,2025-03-06T08:00:00,1,47.22486,39.702285,76,49.43,0.95,12,0.3,8291.0,B1,105.0,clouds,65.0
106,2025-03-06T09:00:00,1,47.22486,39.702285,65,12.25,0.81,23,0.57,13784.0,B1,150.0,clouds,20.0
107,2025-03-06T10:00:00,1,47.22486,39.702285,20,48.68,0.25,15,0.38,30375.0,B1,0.0,clouds,0.0
108,2025-03-06T11:00:00,1,47.22486,39.702285,28,17.84,0.35,8,0.2,68575.0,B1,0.0,clouds,0.0
109,2025-03-06T12:00:00,1,47.22486,39.702285,18,58.27,0.23,6,0.15,46453.0,B1,0.0,clouds,0.0
110,2025-03-06T13:00:00,1,47.22486,39.702285,37,12.76,0.46,8,0.2,88612.0,B1,0.0,clouds,0.0
111,2025-03-06T14:00:00,1,47.22486,39.702285,37,22.87,0.46,10,0.25,79136.0,B1,0.0,clouds,0.0
112,2025-03-06T15:00:00,1,47.22486,39.702285,19,30.7,0.24,17,0.42,37837.0,B1,0.0,clouds,0.0
113,2025-03-06T16:00:00,1,47.22486,39.702285,10,52.57,0.12,11,0.28,32896.0,B1,0.0,clouds,0.0
114,2025-03-06T17:00:00,1,47.22486,39.702285,53,55.54,0.66,14,0.35,2740.0,B1,0.0,clouds,70.0
115,2025-03-06T18:00:00,1,47.22486,39.702285,50,54.49,0.62,40,1.0,2857.0,B1,105.0,clear,80.0
116,2025-03-06T19:00:00,1,47.22486,39.702285,40,22.1,0.5,16,0.4,189.0,B1,150.0,clear,65.0
117,2025-03-06T20:00:00,1,47.22486,39.702285,37,19.46,0.46,9,0.23,80.0,B1,75.0,clear,60.0
118,2025-03-06T21:00:00,1,47.22486,39.702285,11,11.54,0.14,17,0.42,192.0,B1,75.0,clear,52.0
119,2025-03-06T22:00:00,1,47.22486,39.702285,16,48.89,0.2,13,0.33,68.0,B1,75.0,clear,55.0
120,2025-03-06T23:00:00,1,47.22486,39.702285,32,42.92,0.4,19,0.47,187.0,B1,52.5,clear,60.0
121,2025-03-07T00:00:00,1,47.22486,39.702285,6,32.29,0.07,5,0.12,43.0,B1,75.0,clear,50.0
122,2025-03-07T01:00:00,1,47.22486,39.702285,9,16.32,0.11,3,0.07,59.0,B1,52.5,clear,40.0
123,2025-03-07T02:00:00,1,47.22486,39.702285,9,14.08,0.11,2,0.05,175.0,B1,52.5,clear,40.0
124,2025-03-07T03:00:00,1,47.22486,39.702285,9,27.63,0.11,4,0.1,158.0,B1,52.5,clear,45.0
125,2025-03-07T04:00:00,1,47.22486,39.702285,7,53.58,0.09,0,0.0,141.0,B1,52.5,clear,50.0
126,2025-03-07T05:00:00,1,47.22486,39.702285,10,14.94,0.12,0,0.0,119.0,B1,52.5,clear,45.0
127,2025-03-07T06:00:00,1,47.22486,39.702285,21,46.57,0.26,16,0.4,8949.0,B1,52.5,clear,50.0
128,2025-03-07T07:00:00,1,47.22486,39.702285,54,39.04,0.68,11,0.28,4817.0,B1,52.5,rain,70.0
129,2025-03-07T08:00:00,1,47.22486,39.702285,39,14.09,0.49,6,0.15,5720.0,B1,105.0,rain,60.0
130,2025-03-07T09:00:00,1,47.22486,39.702285,61,32.45,0.76,14,0.35,9315.0,B1,75.0,rain,50.0
131,2025-03-07T10:00:00,1,47.22486,39.702285,14,32.2,0.17,10,0.25,18490.0,B1,105.0,rain,0.0
132,2025-03-07T11:00:00,1,47.22486,39.702285,14,25.84,0.17,8,0.2,53650.0,B1,0.0,rain,0.0
133,2025-03-07T12:00:00,1,47.22486,39.702285,15,21.6,0.19,8,0.2,49858.0,B1,0.0,rain,0.0
134,2025-03-07T13:00:00,1,47.22486,39.702285,32,33.27,0.4,6,0.15,75995.0,B1,0.0,rain,0.0
135,2025-03-07T14:00:00,1,47.22486,39.702285,19,15.06,0.24,10,0.25,77620.0,B1,0.0,rain,0.0
136,2025-03-07T15:00:00,1,47.22486,39.702285,11,27.42,0.14,8,0.2,22134.0,B1,0.0,rain,0.0
137,2025-03-07T16:00:00,1,47.22486,39.702285,15,34.29,0.19,4,0.1,12022.0,B1,0.0,rain,0.0
138,2025-03-07T17:00:00,1,47.22486,39.702285,38,13.16,0.47,14,0.35,6672.0,B1,0.0,rain,55.0
139,2025-03-07T18:00:00,1,47.22486,39.702285,61,39.94,0.76,17,0.42,4781.0,B1,75.0,rain,65.0
140,2025-03-07T19:00:00,1,47.22486,39.702285,47,31.26,0.59,35,0.88,23.0,B1,105.0,clear,65.0
141,2025-03-07T20:00:00,1,47.22486,39.702285,13,59.42,0.16,12,0.3,19.0,B1,150.0,clear,60.0
142,2025-03-07T21:00:00,1,47.22486,39.702285,12,17.09,0.15,5,0.12,135.0,B1,52.5,clear,43.0
143,2025-03-07T22:00:00,1,47.22486,39.702285,21,32.89,0.26,10,0.25,187.0,B1,52.5,clear,48.0
144,2025-03-07T23:00:00,1,47.22486,39.702285,10,48.51,0.12,9,0.23,67.0,B1,52.5,clear,45.0
145,2025-03-08T00:00:00,1,47.22486,39.702285,7,7.22,0.09,0,0.0,29.0,B1,52.5,rain,48.0
146,2025-03-08T01:00:00,1,47.22486,39.702285,4,38.39,0.05,1,0.03,136.0,B1,52.5,rain,50.0
147,2025-03-08T02:00:00,1,47.22486,39.702285,3,24.66,0.04,2,0.05,156.0,B1,52.5,rain,52.5
148,2025-03-08T03:00:00,1,47.22486,39.702285,2,17.08,0.03,0,0.0,118.0,B1,52.5,rain,42.5
149,2025-03-08T04:00:00,1,47.22486,39.702285,9,33.09,0.11,2,0.05,36.0,B1,52.5,rain,55.0
150,2025-03-08T05:00:00,1,47.22486,39.702285,8,38.69,0.1,0,0.0,35.0,B1,52.5,rain,55.0
151,2025-03-08T06:00:00,1,47.22486,39.702285,14,29.84,0.17,4,0.1,5504.0,B1,52.5,rain,50.0
152,2025-03-08T07:00:00,1,47.22486,39.702285,69,17.98,0.86,14,0.35,6816.0,B1,52.5,rain,70.0
153,2025-03-08T08:00:00,1,47.22486,39.702285,54,33.05,0.68,17,0.42,7400.0,B1,150.0,rain,50.0
154,2025-03-08T09:00:00,1,47.22486,39.702285,68,22.21,0.85,6,0.15,12916.0,B1,105.0,rain,15.0
155,2025-03-08T10:00:00,1,47.22486,39.702285,11,8.13,0.14,7,0.17,19631.0,B1,0.0,rain,0.0
156,2025-03-08T11:00:00,1,47.22486,39.702285,32,14.28,0.4,8,0.2,68992.0,B1,0.0,clouds,0.0
157,2025-03-08T12:00:00,1,47.22486,39.702285,33,56.05,0.41,11,0.28,43651.0,B1,0.0,clouds,0.0
158,2025-03-08T13:00:00,1,47.22486,39.702285,31,50.92,0.39,14,0.35,84809.0,B1,0.0,clouds,0.0
159,2025-03-08T14:00:00,1,47.22486,39.702285,29,28.95,0.36,12,0.3,74959.0,B1,0.0,clouds,0.0
160,2025-03-08T15:00:00,1,47.22486,39.702285,18,22.83,0.23,8,0.2,27100.0,B1,0.0,clouds,0.0
161,2025-03-08T16:00:00,1,47.22486,39.702285,19,16.48,0.24,17,0.42,26694.0,B1,0.0,clouds,0.0
162,2025-03-08T17:00:00,1,47.22486,39.702285,71,24.58,0.89,30,0.75,3548.0,B1,0.0,clouds,68.0
163,2025-03-08T18:00:00,1,47.22486,39.702285,55,43.7,0.69,32,0.8,2752.0,B1,150.0,clouds,60.0
164,2025-03-08T19:00:00,1,47.22486,39.702285,49,23.67,0.61,14,0.35,120.0,B1,105.0,clouds,60.0
165,2025-03-08T20:00:00,1,47.22486,39.702285,40,42.21,0.5,16,0.4,52.0,B1,75.0,clouds,70.0
166,2025-03-08T21:00:00,1,47.22486,39.702285,20,15.3,0.25,15,0.38,44.0,B1,75.0,clouds,50.0
167,2025-03-08T22:00:00,1,47.22486,39.702285,23,48.91,0.29,5,0.12,163.0,B1,52.5,clouds,50.0
168,2025-03-08T23:00:00,1,47.22486,39.702285,24,29.66,0.3,10,0.25,40.0,B1,52.5,rain,55.0
169,2025-03-09T00:00:00,1,47.22486,39.702285,10,19.87,0.12,0,0.0,22.0,B1,52.5,clear,45.0
170,2025-03-09T01:00:00,1,47.22486,39.702285,6,15.97,0.07,1,0.03,152.0,B1,52.5,clear,38.5
171,2025-03-09T02:00:00,1,47.22486,39.702285,1,38.3,0.01,2,0.05,54.0,B1,52.5,clear,35.0
172,2025-03-09T03:00:00,1,47.22486,39.702285,6,51.12,0.07,1,0.03,192.0,B1,52.5,clear,45.0
173,2025-03-09T04:00:00,1,47.22486,39.702285,2,30.68,0.03,0,0.0,78.0,B1,52.5,clear,37.5
174,2025-03-09T05:00:00,1,47.22486,39.702285,10,34.37,0.12,1,0.03,83.0,B1,52.5,clear,50.0
175,2025-03-09T06:00:00,1,47.22486,39.702285,22,19.73,0.28,11,0.28,6406.0,B1,52.5,clear,45.0
176,2025-03-09T07:00:00,1,47.22486,39.702285,60,14.4,0.75,8,0.2,5564.0,B1,52.5,rain,70.0
177,2025-03-09T08:00:00,1,47.22486,39.702285,42,28.02,0.53,15,0.38,7156.0,B1,105.0,rain,70.0
178,2025-03-09T09:00:00,1,47.22486,39.702285,63,30.14,0.79,18,0.45,15573.0,B1,75.0,rain,10.0
179,2025-03-09T10:00:00,1,47.22486,39.702285,19,39.08,0.24,3,0.07,31067.0,B1,0.0,rain,0.0
180,2025-03-09T11:00:00,1,47.22486,39.702285,29,37.09,0.36,10,0.25,35410.0,B1,0.0,rain,0.0
181,2025-03-09T12:00:00,1,47.22486,39.702285,19,14.28,0.24,9,0.23,39690.0,B1,0.0,rain,0.0
182,2025-03-09T13:00:00,1,47.22486,39.702285,35,39.39,0.44,6,0.15,68264.0,B1,0.0,rain,0.0
183,2025-03-09T14:00:00,1,47.22486,39.702285,16,12.89,0.2,10,0.25,64690.0,B1,0.0,rain,0.0
184,2025-03-09T15:00:00,1,47.22486,39.702285,9,41.4,0.11,6,0.15,37817.0,B1,0.0,rain,0.0
185,2025-03-09T16:00:00,1,47.22486,39.702285,19,20.07,0.24,7,0.17,32866.0,B1,0.0,rain,0.0
186,2025-03-09T17:00:00,1,47.22486,39.702285,36,26.12,0.45,16,0.4,3073.0,B1,0.0,rain,70.0
187,2025-03-09T18:00:00,1,47.22486,39.702285,48,30.74,0.6,9,0.23,4142.0,B1,75.0,rain,80.0
188,2025-03-09T19:00:00,1,47.22486,39.702285,60,51.83,0.75,32,0.8,156.0,B1,75.0,clear,80.0
189,2025-03-09T20:00:00,1,47.22486,39.702285,40,10.12,0.5,6,0.15,43.0,B1,105.0,clear,75.0
190,2025-03-09T21:00:00,1,47.22486,39.702285,13,36.81,0.16,13,0.33,45.0,B1,75.0,clear,50.0
191,2025-03-09T22:00:00,1,47.22486,39.702285,20,36.01,0.25,18,0.45,27.0,B1,52.5,clear,52.5
192,2025-03-09T23:00:00,1,47.22486,39.702285,12,23.57,0.15,10,0.25,7.0,B1,75.0,clear,45.0
193,2025-03-10T00:00:00,1,47.22486,39.702285,6,27.41,0.07,2,0.05,96.0,B1,52.5,rain,50.0
194,2025-03-10T01:00:00,1,47.22486,39.702285,1,27.02,0.01,2,0.05,136.0,B1,52.5,rain,42.5
195,2025-03-10T02:00:00,1,47.22486,39.702285,5,15.47,0.06,0,0.0,55.0,B1,52.5,rain,50.0
196,2025-03-10T03:00:00,1,47.22486,39.702285,5,25.89,0.06,1,0.03,113.0,B1,52.5,rain,55.0
197,2025-03-10T04:00:00,1,47.22486,39.702285,6,21.72,0.07,2,0.05,145.0,B1,52.5,rain,55.0
198,2025-03-10T05:00:00,1,47.22486,39.702285,9,35.37,0.11,2,0.05,150.0,B1,52.5,rain,60.0
199,2025-03-10T06:00:00,1,47.22486,39.702285,14,16.36,0.17,7,0.17,5499.0,B1,52.5,rain,40.0
