id,timestamp,serial_number,latitude,longitude,car_count,traffic_speed,traffic_density,pedestrian_count,pedestrian_density,ambient_light,lighting_class,lamp_power,weather,dimming_level
200,2025-03-10T07:00:00,1,47.22486,39.702285,42,22.84,0.53,11,0.28,5248.0,B1,52.5,rain,50.0
201,2025-03-10T08:00:00,1,47.22486,39.702285,70,25.27,0.88,8,0.2,4895.0,B1,75.0,rain,60.0
202,2025-03-10T09:00:00,1,47.22486,39.702285,68,27.86,0.85,23,0.57,17102.0,B1,150.0,clear,0.0
203,2025-03-10T10:00:00,1,47.22486,39.702285,39,44.51,0.49,12,0.3,21544.0,B1,0.0,clear,0.0
204,2025-03-10T11:00:00,1,47.22486,39.702285,36,15.21,0.45,15,0.38,61979.0,B1,0.0,clear,0.0
205,2025-03-10T12:00:00,1,47.22486,39.702285,31,20.45,0.39,10,0.25,56588.0,B1,0.0,clear,0.0
206,2025-03-10T13:00:00,1,47.22486,39.702285,25,21.19,0.31,13,0.33,94847.0,B1,0.0,clear,0.0
207,2025-03-10T14:00:00,1,47.22486,39.702285,34,14.58,0.42,7,0.17,82098.0,B1,0.0,clear,0.0
208,2025-03-10T15:00:00,1,47.22486,39.702285,11,27.58,0.14,8,0.2,49513.0,B1,0.0,clear,0.0
209,2025-03-10T16:00:00,1,47.22486,39.702285,37,20.76,0.46,19,0.47,40650.0,B1,0.0,clear,0.0
210,2025-03-10T17:00:00,1,47.22486,39.702285,66,37.63,0.82,29,0.72,2769.0,B1,0.0,clear,70.0
211,2025-03-10T18:00:00,1,47.22486,39.702285,74,45.37,0.93,18,0.45,9580.0,B1,105.0,clear,60.0
212,2025-03-10T19:00:00,1,47.22486,39.702285,54,41.62,0.68,28,0.7,85.0,B1,150.0,clear,70.0
213,2025-03-10T20:00:00,1,47.22486,39.702285,29,23.36,0.36,17,0.42,196.0,B1,105.0,clear,60.0
214,2025-03-10T21:00:00,1,47.22486,39.702285,33,35.25,0.41,9,0.23,76.0,B1,75.0,rain,72.5
215,2025-03-10T22:00:00,1,47.22486,39.702285,36,11.62,0.45,10,0.25,119.0,B1,75.0,rain,75.0
216,2025-03-10T23:00:00,1,47.22486,39.702285,27,25.05,0.34,4,0.1,69.0,B1,75.0,rain,75.0
217,2025-03-11T00:00:00,1,47.22486,39.702285,4,25.24,0.05,2,0.05,62.0,B1,52.5,rain,50.0
218,2025-03-11T01:00:00,1,47.22486,39.702285,4,35.97,0.05,2,0.05,109.0,B1,52.5,rain,55.0
219,2025-03-11T02:00:00,1,47.22486,39.702285,4,22.87,0.05,0,0.0,159.0,B1,52.5,rain,47.5
220,2025-03-11T03:00:00,1,47.22486,39.702285,1,24.87,0.01,0,0.0,2.0,B1,52.5,rain,40.0
221,2025-03-11T04:00:00,1,47.22486,39.702285,8,18.03,0.1,2,0.05,80.0,B1,52.5,rain,50.0
222,2025-03-11T05:00:00,1,47.22486,39.702285,2,35.33,0.03,2,0.05,156.0,B1,52.5,rain,47.5
223,2025-03-11T06:00:00,1,47.22486,39.702285,14,29.25,0.17,8,0.2,5393.0,B1,52.5,rain,45.0
224,2025-03-11T07:00:00,1,47.22486,39.702285,80,28.96,1.0,9,0.23,8958.0,B1,52.5,clouds,60.0
225,2025-03-11T08:00:00,1,47.22486,39.702285,46,56.11,0.57,14,0.35,7025.0,B1,150.0,clouds,50.0
226,2025-03-11T09:00:00,1,47.22486,39.702285,76,44.84,0.95,14,0.35,10174.0,B1,75.0,clouds,10.0
227,2025-03-11T10:00:00,1,47.22486,39.702285,24,19.69,0.3,11,0.28,28127.0,B1,0.0,clouds,0.0
228,2025-03-11T11:00:00,1,47.22486,39.702285,37,12.24,0.46,14,0.35,65017.0,B1,0.0,clouds,0.0
229,2025-03-11T12:00:00,1,47.22486,39.702285,36,11.42,0.45,9,0.23,38670.0,B1,0.0,clouds,0.0
230,2025-03-11T13:00:00,1,47.22486,39.702285,34,41.56,0.42,13,0.33,80646.0,B1,0.0,clouds,0.0
231,2025-03-11T14:00:00,1,47.22486,39.702285,36,17.87,0.45,12,0.3,75554.0,B1,0.0,clouds,0.0
232,2025-03-11T15:00:00,1,47.22486,39.702285,12,30.02,0.15,14,0.35,22694.0,B1,0.0,clouds,0.0
233,2025-03-11T16:00:00,1,47.22486,39.702285,38,52.55,0.47,12,0.3,19954.0,B1,0.0,clouds,0.0
234,2025-03-11T17:00:00,1,47.22486,39.702285,53,31.93,0.66,11,0.28,7610.0,B1,0.0,clouds,35.0
235,2025-03-11T18:00:00,1,47.22486,39.702285,68,52.97,0.85,17,0.42,7744.0,B1,105.0,clouds,40.0
236,2025-03-11T19:00:00,1,47.22486,39.702285,42,36.89,0.53,8,0.2,55.0,B1,105.0,rain,80.0
237,2025-03-11T20:00:00,1,47.22486,39.702285,14,32.14,0.17,6,0.15,0.0,B1,75.0,rain,55.0
238,2025-03-11T21:00:00,1,47.22486,39.702285,29,40.73,0.36,6,0.15,90.0,B1,52.5,rain,65.0
239,2025-03-11T22:00:00,1,47.22486,39.702285,10,30.24,0.12,10,0.25,78.0,B1,52.5,rain,47.5
240,2025-03-11T23:00:00,1,47.22486,39.702285,20,41.6,0.25,10,0.25,157.0,B1,52.5,rain,67.5
241,2025-03-12T00:00:00,1,47.22486,39.702285,1,28.85,0.01,0,0.0,20.0,B1,52.5,rain,40.0
242,2025-03-12T01:00:00,1,47.22486,39.702285,4,21.84,0.05,1,0.03,127.0,B1,52.5,rain,45.0
243,2025-03-12T02:00:00,1,47.22486,39.702285,8,34.16,0.1,0,0.0,141.0,B1,52.5,rain,50.0
244,2025-03-12T03:00:00,1,47.22486,39.702285,1,33.58,0.01,2,0.05,31.0,B1,52.5,rain,42.5
245,2025-03-12T04:00:00,1,47.22486,39.702285,6,14.94,0.07,2,0.05,21.0,B1,52.5,rain,43.0
246,2025-03-12T05:00:00,1,47.22486,39.702285,7,16.47,0.09,1,0.03,90.0,B1,52.5,rain,50.0
247,2025-03-12T06:00:00,1,47.22486,39.702285,25,14.53,0.31,10,0.25,7207.0,B1,52.5,rain,40.0
248,2025-03-12T07:00:00,1,47.22486,39.702285,51,11.68,0.64,11,0.28,6040.0,B1,52.5,rain,42.5
249,2025-03-12T08:00:00,1,47.22486,39.702285,62,16.96,0.78,7,0.17,6871.0,B1,75.0,rain,46.0
250,2025-03-12T09:00:00,1,47.22486,39.702285,39,22.45,0.49,9,0.23,10922.0,B1,105.0,rain,10.0
251,2025-03-12T10:00:00,1,47.22486,39.702285,32,40.2,0.4,9,0.23,20633.0,B1,0.0,rain,0.0
252,2025-03-12T11:00:00,1,47.22486,39.702285,26,37.94,0.33,5,0.12,38158.0,B1,0.0,rain,0.0
253,2025-03-12T12:00:00,1,47.22486,39.702285,22,41.61,0.28,8,0.2,45884.0,B1,0.0,rain,0.0
254,2025-03-12T13:00:00,1,47.22486,39.702285,31,7.76,0.39,2,0.05,70098.0,B1,0.0,rain,0.0
255,2025-03-12T14:00:00,1,47.22486,39.702285,21,38.78,0.26,3,0.07,77661.0,B1,0.0,rain,0.0
256,2025-03-12T15:00:00,1,47.22486,39.702285,20,24.02,0.25,10,0.25,26912.0,B1,0.0,rain,0.0
257,2025-03-12T16:00:00,1,47.22486,39.702285,11,26.62,0.14,9,0.23,39156.0,B1,0.0,rain,0.0
258,2025-03-12T17:00:00,1,47.22486,39.702285,65,19.88,0.81,12,0.3,2726.0,B1,0.0,rain,85.0
259,2025-03-12T18:00:00,1,47.22486,39.702285,43,20.24,0.54,6,0.15,4609.0,B1,105.0,rain,65.0
260,2025-03-12T19:00:00,1,47.22486,39.702285,58,25.09,0.72,8,0.2,115.0,B1,75.0,rain,95.0
261,2025-03-12T20:00:00,1,47.22486,39.702285,30,26.49,0.38,4,0.1,139.0,B1,105.0,rain,75.0
262,2025-03-12T21:00:00,1,47.22486,39.702285,12,26.67,0.15,8,0.2,126.0,B1,52.5,rain,65.0
263,2025-03-12T22:00:00,1,47.22486,39.702285,22,7.77,0.28,4,0.1,5.0,B1,52.5,rain,67.5
264,2025-03-12T23:00:00,1,47.22486,39.702285,15,34.68,0.19,4,0.1,45.0,B1,52.5,rain,65.0
265,2025-03-13T00:00:00,1,47.22486,39.702285,7,23.43,0.09,5,0.12,44.0,B1,52.5,clear,38.0
266,2025-03-13T01:00:00,1,47.22486,39.702285,4,56.31,0.05,5,0.12,126.0,B1,52.5,clear,45.0
267,2025-03-13T02:00:00,1,47.22486,39.702285,4,17.79,0.05,5,0.12,192.0,B1,52.5,clear,38.0
268,2025-03-13T03:00:00,1,47.22486,39.702285,7,55.91,0.09,4,0.1,82.0,B1,52.5,clear,48.0
269,2025-03-13T04:00:00,1,47.22486,39.702285,1,57.56,0.01,2,0.05,116.0,B1,52.5,clear,35.0
270,2025-03-13T05:00:00,1,47.22486,39.702285,6,12.42,0.07,3,0.07,59.0,B1,52.5,clear,38.0
271,2025-03-13T06:00:00,1,47.22486,39.702285,24,20.03,0.3,14,0.35,7345.0,B1,52.5,clear,40.0
272,2025-03-13T07:00:00,1,47.22486,39.702285,59,19.2,0.74,32,0.8,6696.0,B1,52.5,clear,47.5
273,2025-03-13T08:00:00,1,47.22486,39.702285,73,18.34,0.91,16,0.4,7556.0,B1,105.0,clear,45.0
274,2025-03-13T09:00:00,1,47.22486,39.702285,44,56.4,0.55,10,0.25,12446.0,B1,150.0,clear,10.0
275,2025-03-13T10:00:00,1,47.22486,39.702285,30,44.87,0.38,7,0.17,20205.0,B1,0.0,clear,0.0
276,2025-03-13T11:00:00,1,47.22486,39.702285,26,21.22,0.33,7,0.17,64553.0,B1,0.0,clear,0.0
277,2025-03-13T12:00:00,1,47.22486,39.702285,30,54.31,0.38,6,0.15,44285.0,B1,0.0,clear,0.0
278,2025-03-13T13:00:00,1,47.22486,39.702285,34,43.36,0.42,7,0.17,85235.0,B1,0.0,clear,0.0
279,2025-03-13T14:00:00,1,47.22486,39.702285,28,20.34,0.35,5,0.12,81611.0,B1,0.0,clear,0.0
280,2025-03-13T15:00:00,1,47.22486,39.702285,36,36.04,0.45,9,0.23,18879.0,B1,0.0,clear,0.0
281,2025-03-13T16:00:00,1,47.22486,39.702285,20,48.71,0.25,19,0.47,22075.0,B1,0.0,clear,0.0
282,2025-03-13T17:00:00,1,47.22486,39.702285,75,51.61,0.94,33,0.82,3525.0,B1,0.0,clear,80.0
283,2025-03-13T18:00:00,1,47.22486,39.702285,75,44.75,0.94,38,0.95,2999.0,B1,150.0,clear,80.0
284,2025-03-13T19:00:00,1,47.22486,39.702285,64,49.45,0.8,33,0.82,136.0,B1,150.0,clear,77.5
285,2025-03-13T20:00:00,1,47.22486,39.702285,15,15.76,0.19,8,0.2,112.0,B1,105.0,clear,50.0
286,2025-03-13T21:00:00,1,47.22486,39.702285,11,28.15,0.14,10,0.25,146.0,B1,52.5,clear,52.0
287,2025-03-13T22:00:00,1,47.22486,39.702285,32,49.93,0.4,6,0.15,84.0,B1,52.5,clear,63.0
288,2025-03-13T23:00:00,1,47.22486,39.702285,18,13.43,0.23,20,0.5,110.0,B1,52.5,clear,50.0
289,2025-03-14T00:00:00,1,47.22486,39.702285,0,0.0,0.0,0,0.0,90.0,B1,75.0,rain,35.0
290,2025-03-14T01:00:00,1,47.22486,39.702285,7,33.48,0.09,2,0.05,104.0,B1,30.0,rain,45.0
291,2025-03-14T02:00:00,1,47.22486,39.702285,2,34.08,0.03,2,0.05,14.0,B1,52.5,rain,40.0
292,2025-03-14T03:00:00,1,47.22486,39.702285,6,8.44,0.07,0,0.0,62.0,B1,52.5,rain,40.0
293,2025-03-14T04:00:00,1,47.22486,39.702285,5,25.68,0.06,2,0.05,158.0,B1,52.5,rain,45.0
294,2025-03-14T05:00:00,1,47.22486,39.702285,7,20.35,0.09,0,0.0,13.0,B1,52.5,rain,45.0
295,2025-03-14T06:00:00,1,47.22486,39.702285,25,20.67,0.31,8,0.2,4857.0,B1,52.5,rain,40.0
296,2025-03-14T07:00:00,1,47.22486,39.702285,38,33.19,0.47,10,0.25,7443.0,B1,52.5,rain,35.0
297,2025-03-14T08:00:00,1,47.22486,39.702285,44,38.11,0.55,10,0.25,7825.0,B1,75.0,rain,40.0
298,2025-03-14T09:00:00,1,47.22486,39.702285,68,24.84,0.85,13,0.33,13886.0,B1,75.0,rain,15.0
299,2025-03-14T10:00:00,1,47.22486,39.702285,29,37.93,0.36,7,0.17,19586.0,B1,0.0,rain,0.0
300,2025-03-14T11:00:00,1,47.22486,39.702285,32,12.73,0.4,8,0.2,38731.0,B1,0.0,rain,0.0
301,2025-03-14T12:00:00,1,47.22486,39.702285,37,54.78,0.46,10,0.25,53819.0,B1,0.0,clear,0.0
302,2025-03-14T13:00:00,1,47.22486,39.702285,40,53.85,0.5,10,0.25,97734.0,B1,0.0,clear,0.0
303,2025-03-14T14:00:00,1,47.22486,39.702285,15,42.39,0.19,16,0.4,98053.0,B1,0.0,clear,0.0
304,2025-03-14T15:00:00,1,47.22486,39.702285,14,21.83,0.17,9,0.23,47005.0,B1,0.0,clear,0.0
305,2025-03-14T16:00:00,1,47.22486,39.702285,32,42.81,0.4,7,0.17,44201.0,B1,0.0,clear,0.0
306,2025-03-14T17:00:00,1,47.22486,39.702285,42,13.2,0.53,18,0.45,3206.0,B1,0.0,clear,45.0
307,2025-03-14T18:00:00,1,47.22486,39.702285,74,55.71,0.93,14,0.35,5522.0,B1,75.0,clear,60.0
308,2025-03-14T19:00:00,1,47.22486,39.702285,60,27.12,0.75,28,0.7,137.0,B1,150.0,clear,75.0
309,2025-03-14T20:00:00,1,47.22486,39.702285,29,57.24,0.36,10,0.25,67.0,B1,105.0,clear,65.0
310,2025-03-14T21:00:00,1,47.22486,39.702285,33,31.14,0.41,5,0.12,80.0,B1,52.5,clear,57.5
311,2025-03-14T22:00:00,1,47.22486,39.702285,28,40.12,0.35,9,0.23,62.0,B1,75.0,clear,55.0
312,2025-03-14T23:00:00,1,47.22486,39.702285,30,22.84,0.38,20,0.5,86.0,B1,52.5,clear,50.0
313,2025-03-15T00:00:00,1,47.22486,39.702285,6,29.49,0.07,4,0.1,30.0,B1,75.0,clouds,35.0
314,2025-03-15T01:00:00,1,47.22486,39.702285,8,14.01,0.1,0,0.0,3.0,B1,52.5,clouds,33.0
315,2025-03-15T02:00:00,1,47.22486,39.702285,7,57.75,0.09,4,0.1,171.0,B1,52.5,clouds,42.5
316,2025-03-15T03:00:00,1,47.22486,39.702285,0,0.0,0.0,4,0.1,82.0,B1,52.5,clouds,25.0
317,2025-03-15T04:00:00,1,47.22486,39.702285,6,56.4,0.07,1,0.03,105.0,B1,52.5,clouds,45.0
318,2025-03-15T05:00:00,1,47.22486,39.702285,1,26.51,0.01,2,0.05,126.0,B1,52.5,clouds,35.0
319,2025-03-15T06:00:00,1,47.22486,39.702285,14,40.59,0.17,16,0.4,7052.0,B1,52.5,clouds,20.0
320,2025-03-15T07:00:00,1,47.22486,39.702285,69,39.58,0.86,21,0.53,7949.0,B1,52.5,clouds,25.0
321,2025-03-15T08:00:00,1,47.22486,39.702285,48,33.83,0.6,25,0.62,8158.0,B1,150.0,clouds,20.0
322,2025-03-15T09:00:00,1,47.22486,39.702285,47,43.8,0.59,32,0.8,13278.0,B1,75.0,clouds,10.0
323,2025-03-15T10:00:00,1,47.22486,39.702285,16,35.36,0.2,7,0.17,30434.0,B1,0.0,clear,0.0
324,2025-03-15T11:00:00,1,47.22486,39.702285,38,19.91,0.47,9,0.23,67561.0,B1,0.0,clear,0.0
325,2025-03-15T12:00:00,1,47.22486,39.702285,38,25.4,0.47,5,0.12,55349.0,B1,0.0,clear,0.0
326,2025-03-15T13:00:00,1,47.22486,39.702285,12,29.07,0.15,18,0.45,88284.0,B1,0.0,clear,0.0
327,2025-03-15T14:00:00,1,47.22486,39.702285,30,40.57,0.38,17,0.42,88311.0,B1,0.0,clear,0.0
328,2025-03-15T15:00:00,1,47.22486,39.702285,39,50.65,0.49,16,0.4,36840.0,B1,0.0,clear,0.0
329,2025-03-15T16:00:00,1,47.22486,39.702285,37,28.3,0.46,12,0.3,28545.0,B1,0.0,clear,0.0
330,2025-03-15T17:00:00,1,47.22486,39.702285,50,48.81,0.62,32,0.8,7704.0,B1,0.0,clear,25.0
331,2025-03-15T18:00:00,1,47.22486,39.702285,49,31.17,0.61,31,0.78,9050.0,B1,105.0,clear,22.5
332,2025-03-15T19:00:00,1,47.22486,39.702285,68,35.28,0.85,37,0.93,64.0,B1,105.0,clear,77.0
333,2025-03-15T20:00:00,1,47.22486,39.702285,28,55.0,0.35,11,0.28,77.0,B1,150.0,clear,70.0
334,2025-03-15T21:00:00,1,47.22486,39.702285,29,35.98,0.36,13,0.33,95.0,B1,52.5,clear,65.0
335,2025-03-15T22:00:00,1,47.22486,39.702285,20,28.44,0.25,5,0.12,79.0,B1,52.5,clouds,62.5
336,2025-03-15T23:00:00,1,47.22486,39.702285,40,51.82,0.5,10,0.25,15.0,B1,52.5,clouds,75.0
337,2025-03-16T00:00:00,1,47.22486,39.702285,8,50.87,0.1,2,0.05,177.0,B1,75.0,clear,42.5
338,2025-03-16T01:00:00,1,47.22486,39.702285,6,23.52,0.07,5,0.12,5.0,B1,52.5,clear,40.0
339,2025-03-16T02:00:00,1,47.22486,39.702285,10,52.01,0.12,2,0.05,53.0,B1,52.5,clear,43.0
340,2025-03-16T03:00:00,1,47.22486,39.702285,0,0.0,0.0,3,0.07,148.0,B1,52.5,clear,30.0
341,2025-03-16T04:00:00,1,47.22486,39.702285,2,45.67,0.03,2,0.05,52.0,B1,52.5,clear,32.5
342,2025-03-16T05:00:00,1,47.22486,39.702285,0,0.0,0.0,5,0.12,18.0,B1,52.5,clear,30.0
343,2025-03-16T06:00:00,1,47.22486,39.702285,14,35.91,0.17,17,0.42,9733.0,B1,52.5,clear,20.0
344,2025-03-16T07:00:00,1,47.22486,39.702285,76,51.13,0.95,21,0.53,7807.0,B1,75.0,clear,35.0
345,2025-03-16T08:00:00,1,47.22486,39.702285,65,44.31,0.81,30,0.75,9372.0,B1,150.0,clear,22.5
346,2025-03-16T09:00:00,1,47.22486,39.702285,67,40.29,0.84,28,0.7,11004.0,B1,105.0,clouds,10.0
347,2025-03-16T10:00:00,1,47.22486,39.702285,17,56.1,0.21,11,0.28,27860.0,B1,0.0,clouds,0.0
348,2025-03-16T11:00:00,1,47.22486,39.702285,36,27.06,0.45,5,0.12,48762.0,B1,0.0,clouds,0.0
349,2025-03-16T12:00:00,1,47.22486,39.702285,40,39.8,0.5,17,0.42,61250.0,B1,0.0,clouds,0.0
350,2025-03-16T13:00:00,1,47.22486,39.702285,26,16.75,0.33,9,0.23,88837.0,B1,0.0,clouds,0.0
351,2025-03-16T14:00:00,1,47.22486,39.702285,32,12.57,0.4,9,0.23,75852.0,B1,0.0,clouds,0.0
352,2025-03-16T15:00:00,1,47.22486,39.702285,29,51.69,0.36,7,0.17,31882.0,B1,0.0,clouds,0.0
353,2025-03-16T16:00:00,1,47.22486,39.702285,15,48.06,0.19,14,0.35,39582.0,B1,0.0,clouds,0.0
354,2025-03-16T17:00:00,1,47.22486,39.702285,60,35.45,0.75,18,0.45,5031.0,B1,0.0,clouds,45.0
355,2025-03-16T18:00:00,1,47.22486,39.702285,71,24.92,0.89,10,0.25,3466.0,B1,105.0,clouds,75.0
356,2025-03-16T19:00:00,1,47.22486,39.702285,80,25.84,1.0,22,0.55,81.0,B1,150.0,clouds,85.0
357,2025-03-16T20:00:00,1,47.22486,39.702285,27,40.89,0.34,18,0.45,75.0,B1,150.0,clouds,50.0
358,2025-03-16T21:00:00,1,47.22486,39.702285,13,22.5,0.16,17,0.42,182.0,B1,75.0,clear,45.0
359,2025-03-16T22:00:00,1,47.22486,39.702285,37,59.79,0.46,5,0.12,133.0,B1,75.0,clear,65.0
360,2025-03-16T23:00:00,1,47.22486,39.702285,13,46.64,0.16,9,0.23,158.0,B1,75.0,clear,50.0
361,2025-03-17T00:00:00,1,47.22486,39.702285,4,21.82,0.05,2,0.05,64.0,B1,52.5,rain,50.0
362,2025-03-17T01:00:00,1,47.22486,39.702285,9,22.23,0.11,1,0.03,75.0,B1,52.5,rain,55.0
363,2025-03-17T02:00:00,1,47.22486,39.702285,8,33.35,0.1,0,0.0,26.0,B1,52.5,rain,50.0
364,2025-03-17T03:00:00,1,47.22486,39.702285,4,22.86,0.05,2,0.05,145.0,B1,52.5,rain,45.0
365,2025-03-17T04:00:00,1,47.22486,39.702285,4,9.27,0.05,2,0.05,85.0,B1,52.5,rain,40.0
366,2025-03-17T05:00:00,1,47.22486,39.702285,7,34.8,0.09,1,0.03,25.0,B1,52.5,clear,40.0
367,2025-03-17T06:00:00,1,47.22486,39.702285,27,10.16,0.34,13,0.33,6220.0,B1,52.5,clear,45.0
368,2025-03-17T07:00:00,1,47.22486,39.702285,79,31.96,0.99,39,0.97,7118.0,B1,52.5,clear,50.0
369,2025-03-17T08:00:00,1,47.22486,39.702285,44,32.44,0.55,28,0.7,7397.0,B1,150.0,clear,35.0
370,2025-03-17T09:00:00,1,47.22486,39.702285,78,40.65,0.97,19,0.47,14491.0,B1,105.0,clear,10.0
371,2025-03-17T10:00:00,1,47.22486,39.702285,40,59.39,0.5,14,0.35,28310.0,B1,0.0,clear,0.0
372,2025-03-17T11:00:00,1,47.22486,39.702285,39,17.1,0.49,12,0.3,44806.0,B1,0.0,clear,0.0
373,2025-03-17T12:00:00,1,47.22486,39.702285,17,56.27,0.21,15,0.38,52725.0,B1,0.0,clear,0.0
374,2025-03-17T13:00:00,1,47.22486,39.702285,36,22.45,0.45,6,0.15,86876.0,B1,0.0,clear,0.0
375,2025-03-17T14:00:00,1,47.22486,39.702285,37,31.35,0.46,16,0.4,85771.0,B1,0.0,clear,0.0
376,2025-03-17T15:00:00,1,47.22486,39.702285,39,19.74,0.49,15,0.38,46147.0,B1,0.0,clear,0.0
377,2025-03-17T16:00:00,1,47.22486,39.702285,39,36.12,0.49,18,0.45,19092.0,B1,0.0,clear,0.0
378,2025-03-17T17:00:00,1,47.22486,39.702285,56,36.96,0.7,15,0.38,1167.0,B1,0.0,rain,100.0
379,2025-03-17T18:00:00,1,47.22486,39.702285,48,34.28,0.6,12,0.3,2009.0,B1,105.0,rain,90.0
380,2025-03-17T19:00:00,1,47.22486,39.702285,50,24.45,0.62,8,0.2,13.0,B1,75.0,rain,92.0
381,2025-03-17T20:00:00,1,47.22486,39.702285,24,10.94,0.3,4,0.1,63.0,B1,75.0,rain,65.0
382,2025-03-17T21:00:00,1,47.22486,39.702285,23,24.42,0.29,8,0.2,0.0,B1,52.5,rain,63.0
383,2025-03-17T22:00:00,1,47.22486,39.702285,28,28.2,0.35,6,0.15,20.0,B1,52.5,rain,57.0
384,2025-03-17T23:00:00,1,47.22486,39.702285,14,29.63,0.17,8,0.2,17.0,B1,52.5,rain,52.0
385,2025-03-18T00:00:00,1,47.22486,39.702285,10,15.4,0.12,2,0.05,151.0,B1,52.5,clouds,45.0
386,2025-03-18T01:00:00,1,47.22486,39.702285,6,45.0,0.07,0,0.0,161.0,B1,52.5,clouds,45.0
387,2025-03-18T02:00:00,1,47.22486,39.702285,1,55.47,0.01,0,0.0,84.0,B1,52.5,clouds,40.0
388,2025-03-18T03:00:00,1,47.22486,39.702285,9,17.35,0.11,1,0.03,60.0,B1,52.5,clouds,45.0
389,2025-03-18T04:00:00,1,47.22486,39.702285,2,14.01,0.03,4,0.1,94.0,B1,52.5,clouds,40.0
390,2025-03-18T05:00:00,1,47.22486,39.702285,4,39.08,0.05,2,0.05,90.0,B1,52.5,clouds,50.0
391,2025-03-18T06:00:00,1,47.22486,39.702285,14,23.08,0.17,8,0.2,6866.0,B1,52.5,rain,35.0
392,2025-03-18T07:00:00,1,47.22486,39.702285,42,38.3,0.53,14,0.35,7525.0,B1,52.5,rain,45.0
393,2025-03-18T08:00:00,1,47.22486,39.702285,72,8.05,0.9,14,0.35,7191.0,B1,75.0,rain,50.0
394,2025-03-18T09:00:00,1,47.22486,39.702285,50,35.25,0.62,16,0.4,13603.0,B1,150.0,rain,15.0
395,2025-03-18T10:00:00,1,47.22486,39.702285,13,10.42,0.16,10,0.25,30550.0,B1,0.0,rain,0.0
396,2025-03-18T11:00:00,1,47.22486,39.702285,22,10.17,0.28,6,0.15,55289.0,B1,0.0,rain,0.0
397,2025-03-18T12:00:00,1,47.22486,39.702285,17,30.01,0.21,3,0.07,51828.0,B1,0.0,rain,0.0
398,2025-03-18T13:00:00,1,47.22486,39.702285,12,40.85,0.15,8,0.2,78058.0,B1,0.0,rain,0.0
399,2025-03-18T14:00:00,1,47.22486,39.702285,15,14.2,0.19,6,0.15,74566.0,B1,0.0,rain,0.0
400,2025-03-18T15:00:00,1,47.22486,39.702285,25,14.33,0.31,8,0.2,14158.0,B1,0.0,rain,10.0
